voltage_v,current_a,cell_temp_c,power_w,ambient_temp_c,soc_percent,file_id
3.4522,0.15069,23.97615,0.5202120179999999,25,18.281666666666663,25degC_C20DisCh
3.45861,0.14814,23.87099,0.5123584854,25,19.106333333333325,25degC_C20DisCh
3.46451,0.14814,23.87099,0.5132325114,25,19.930999999999997,25degC_C20DisCh
3.47041,0.14814,23.97615,0.5141065374,25,20.755666666666663,25degC_C20DisCh
3.47631,0.14814,23.87099,0.5149805634,25,21.580333333333325,25degC_C20DisCh
3.48271,0.14814,23.76583,0.5159286594,25,22.40533333333333,25degC_C20DisCh
3.48979,0.14814,24.18646,0.5169774906,25,23.229999999999997,25degC_C20DisCh
3.49805,0.15069,23.76583,0.5271211545,25,24.055666666666664,25degC_C20DisCh
3.50749,0.14814,23.76583,0.5195995686,25,24.880666666666674,25degC_C20DisCh
3.5176,0.14814,23.87099,0.521097264,25,25.705333333333336,25degC_C20DisCh
3.52772,0.14814,23.87099,0.5225964408,25,26.53066666666667,25degC_C20DisCh
3.53733,0.14814,24.0813,0.5240200662,25,27.35533333333334,25degC_C20DisCh
3.54626,0.14814,23.97615,0.5253429564000001,25,28.180000000000007,25degC_C20DisCh
3.55553,0.14814,23.87099,0.5267162142,25,29.00433333333333,25degC_C20DisCh
3.5648,0.14814,23.87099,0.528089472,25,29.830333333333325,25degC_C20DisCh
3.57306,0.14814,23.87099,0.5293131084,25,30.655333333333335,25degC_C20DisCh
3.58065,0.14814,23.87099,0.5304374909999999,25,31.480333333333334,25degC_C20DisCh
3.58908,0.15069,23.87099,0.5408384652,25,32.30533333333333,25degC_C20DisCh
3.59818,0.14814,24.0813,0.5330343852,25,33.129666666666665,25degC_C20DisCh
3.60661,0.15069,23.87099,0.5434800608999999,25,33.95433333333333,25degC_C20DisCh
3.61267,0.14814,24.0813,0.5351809338,25,34.778333333333336,25degC_C20DisCh
3.61807,0.14814,23.97615,0.5359808897999999,25,35.60266666666666,25degC_C20DisCh
3.62296,0.14814,23.87099,0.5367052943999999,25,36.42766666666667,25degC_C20DisCh
3.62785,0.14814,23.76583,0.5374296989999999,25,37.25233333333333,25degC_C20DisCh
3.6324,0.14814,23.76583,0.5381037359999999,25,38.07699999999999,25degC_C20DisCh
3.63661,0.14814,23.87099,0.5387274054,25,38.90166666666667,25degC_C20DisCh
3.64083,0.15069,23.76583,0.5486366726999999,25,39.72666666666667,25degC_C20DisCh
3.64487,0.14814,23.76583,0.5399510418,25,40.551333333333325,25degC_C20DisCh
3.64908,0.14814,23.76583,0.5405747112,25,41.37566666666667,25degC_C20DisCh
3.6533,0.14814,23.87099,0.541199862,25,42.2,25degC_C20DisCh
3.65751,0.14814,23.66067,0.5418235314,25,43.02466666666667,25degC_C20DisCh
3.6619,0.14814,23.76583,0.542473866,25,43.85,25degC_C20DisCh
3.66645,0.14814,23.87099,0.543147903,25,44.675,25degC_C20DisCh
3.671,0.14814,23.87099,0.54382194,25,45.49999999999999,25degC_C20DisCh
3.67589,0.14814,23.76583,0.5445463446,25,46.32466666666667,25degC_C20DisCh
3.68094,0.14814,23.97615,0.5452944516,25,47.14866666666667,25degC_C20DisCh
3.68617,0.14814,23.97615,0.5460692238,25,47.973,25degC_C20DisCh
3.69156,0.14814,23.66067,0.5468676983999999,25,48.79866666666667,25degC_C20DisCh
3.69729,0.14814,23.97615,0.5477165406,25,49.623666666666665,25degC_C20DisCh
3.70336,0.14814,23.97615,0.5486157504,25,50.448666666666675,25degC_C20DisCh
3.7096,0.14814,23.87099,0.549540144,25,51.273333333333326,25degC_C20DisCh
3.71634,0.14814,23.87099,0.5505386076,25,52.098,25degC_C20DisCh
3.72308,0.14814,23.87099,0.5515370712,25,52.92266666666667,25degC_C20DisCh
3.73033,0.14814,23.87099,0.5526110862,25,53.74766666666666,25degC_C20DisCh
3.73758,0.14814,23.87099,0.5536851011999999,25,54.57266666666667,25degC_C20DisCh
3.74517,0.15069,23.87099,0.5643596673,25,55.39799999999999,25degC_C20DisCh
3.75292,0.14814,23.97615,0.5559575688,25,56.223333333333336,25degC_C20DisCh
3.76084,0.14814,23.87099,0.5571308375999999,25,57.04866666666666,25degC_C20DisCh
3.76893,0.14814,24.18646,0.5583292902,25,57.87466666666668,25degC_C20DisCh
3.77719,0.14814,23.66067,0.5595529266,25,58.69933333333333,25degC_C20DisCh
3.78562,0.14814,23.87099,0.5608017468000001,25,59.525000000000006,25degC_C20DisCh
3.79439,0.14814,23.87099,0.5621009346,25,60.351,25degC_C20DisCh
3.80349,0.15069,23.87099,0.5731479080999999,25,61.17566666666667,25degC_C20DisCh
3.8136,0.14814,23.97615,0.564946704,25,62.00066666666666,25degC_C20DisCh
3.82557,0.14814,23.87099,0.5667199398,25,62.82600000000001,25degC_C20DisCh
3.83872,0.15069,23.76583,0.5784567168,25,63.65033333333334,25degC_C20DisCh
3.85018,0.14814,23.76583,0.5703656652,25,64.47533333333332,25degC_C20DisCh
3.85895,0.15069,23.97615,0.5815051755,25,65.3,25degC_C20DisCh
3.86687,0.14814,23.87099,0.5728381217999999,25,66.12499999999999,25degC_C20DisCh
3.87429,0.14814,23.87099,0.5739373205999999,25,66.95,25degC_C20DisCh
3.8812,0.14814,23.87099,0.574960968,25,67.77466666666668,25degC_C20DisCh
3.88777,0.14814,23.97615,0.5759342478,25,68.6,25degC_C20DisCh
3.89418,0.14814,23.87099,0.5768838251999999,25,69.42466666666667,25degC_C20DisCh
3.90041,0.14814,23.87099,0.5778067374,25,70.24900000000001,25degC_C20DisCh
3.90648,0.14814,23.87099,0.5787059472,25,71.07433333333333,25degC_C20DisCh
3.91255,0.14814,23.97615,0.5796051569999999,25,71.9,25degC_C20DisCh
3.91862,0.14814,23.66067,0.5805043668000001,25,72.72533333333332,25degC_C20DisCh
3.92486,0.15069,23.87099,0.5914371533999999,25,73.55033333333334,25degC_C20DisCh
3.93092,0.14814,23.76583,0.5823264887999999,25,74.37533333333333,25degC_C20DisCh
3.93716,0.14814,23.87099,0.5832508824,25,75.20033333333333,25degC_C20DisCh
3.94357,0.14814,23.76583,0.5842004597999999,25,76.02466666666666,25degC_C20DisCh
3.95014,0.14814,23.76583,0.5851737396,25,76.84966666666668,25degC_C20DisCh
3.95705,0.14814,23.87099,0.586197387,25,77.67500000000001,25degC_C20DisCh
3.96413,0.14814,23.76583,0.5872462182,25,78.5,25degC_C20DisCh
3.97155,0.14814,23.55551,0.588345417,25,79.32533333333333,25degC_C20DisCh
3.9793,0.14814,23.87099,0.589493502,25,80.15033333333334,25degC_C20DisCh
3.98723,0.14814,23.87099,0.5906682522,25,80.97533333333334,25degC_C20DisCh
3.99549,0.14814,23.97615,0.5918918886,25,81.80033333333333,25degC_C20DisCh
4.00391,0.14814,23.87099,0.5931392274,25,82.62466666666667,25degC_C20DisCh
4.01251,0.14814,23.97615,0.5944132313999999,25,83.45,25degC_C20DisCh
4.02128,0.14814,23.66067,0.5957124192,25,84.275,25degC_C20DisCh
4.02987,0.14814,23.76583,0.5969849418,25,85.09966666666666,25degC_C20DisCh
4.03847,0.14814,23.87099,0.5982589458,25,85.92433333333334,25degC_C20DisCh
4.04673,0.14814,23.87099,0.5994825822,25,86.74933333333334,25degC_C20DisCh
4.05499,0.14814,23.76583,0.6007062186,25,87.575,25degC_C20DisCh
4.06257,0.14814,23.76583,0.6018291198,25,88.4,25degC_C20DisCh
4.06982,0.14814,23.97615,0.6029031348,25,89.22466666666666,25degC_C20DisCh
4.0764,0.14814,24.0813,0.6038778959999999,25,90.04966666666667,25degC_C20DisCh
4.0823,0.14814,23.97615,0.6047519219999999,25,90.87466666666667,25degC_C20DisCh
4.08718,0.14814,23.87099,0.6054748452,25,91.69966666666667,25degC_C20DisCh
4.09123,0.14814,23.87099,0.6060748122,25,92.52466666666666,25degC_C20DisCh
4.09443,0.14814,23.97615,0.6065488602,25,93.35,25degC_C20DisCh
4.09713,0.15069,23.97615,0.6173965197,25,94.17533333333333,25degC_C20DisCh
4.09966,0.14814,24.0813,0.6073236324,25,94.99966666666667,25degC_C20DisCh
4.10235,0.14814,23.87099,0.607722129,25,95.825,25degC_C20DisCh
4.10505,0.14814,23.97615,0.608122107,25,96.65,25degC_C20DisCh
4.10809,0.14814,23.97615,0.6085724525999999,25,97.47466666666666,25degC_C20DisCh
4.11129,0.14814,23.97615,0.6090465006,25,98.29966666666667,25degC_C20DisCh
4.11517,0.14814,23.76583,0.6096212838,25,99.12466666666667,25degC_C20DisCh
4.11955,0.14814,23.76583,0.610270137,25,99.95,25degC_C20DisCh
4.12477,0.14814,23.76583,0.6110434278,25,100.0,25degC_C20DisCh
4.13101,0.14814,23.87099,0.6119678214,25,100.0,25degC_C20DisCh
4.13876,0.14814,23.87099,0.6131159064,25,100.0,25degC_C20DisCh
4.1482,0.14814,23.87099,0.614514348,25,100.0,25degC_C20DisCh
4.15984,0.15069,23.76583,0.6268462896,25,100.0,25degC_C20DisCh
4.17399,0.14814,23.87099,0.6183348785999999,25,100.0,25degC_C20DisCh
4.19119,0.14814,23.97615,0.6208828865999999,25,100.0,25degC_C20DisCh
4.19995,0.05108,23.97615,0.21453344600000002,25,100.0,25degC_C20DisCh
4.19405,0.0,23.87099,0.0,25,100.0,25degC_C20DisCh
4.19203,0.0,23.87099,0.0,25,100.0,25degC_C20DisCh
4.19068,0.0,23.87099,0.0,25,100.0,25degC_C20DisCh
4.18967,0.0,23.97615,0.0,25,100.0,25degC_C20DisCh
4.18883,0.0,23.97615,0.0,25,100.0,25degC_C20DisCh
4.18815,0.0,23.97615,0.0,25,100.0,25degC_C20DisCh
3.10125,0.0,23.97615,0.0,25,100.0,25degC_Charge
3.10766,0.0,23.87099,0.0,25,100.0,25degC_Charge
3.11288,0.0,23.87099,0.0,25,100.0,25degC_Charge
3.1171,0.0,23.87099,0.0,25,100.0,25degC_Charge
3.12047,0.0,23.97615,0.0,25,100.0,25degC_Charge
3.12367,0.0,23.76583,0.0,25,100.0,25degC_Charge
3.12603,0.0,23.87099,0.0,25,100.0,25degC_Charge
3.65364,2.99853,24.81741,10.955549149200001,25,100.0,25degC_Charge
3.77618,2.99853,24.71226,11.322989015400001,25,100.0,25degC_Charge
3.93716,2.99853,25.13289,11.805692374800001,25,100.0,25degC_Charge
4.10994,2.99853,25.02773,12.323778388200001,25,100.0,25degC_Charge
4.19979,1.75468,24.71226,7.3692875172,25,100.0,25degC_Charge
4.19979,0.84286,24.18646,3.5398349994000005,25,100.0,25degC_Charge
4.19979,0.27329,23.97615,1.1477606090999999,25,100.0,25degC_Charge
4.19979,0.09961,23.87099,0.4183410819,25,100.0,25degC_Charge
4.19979,0.04853,23.87099,0.2038158087,25,100.0,25degC_Charge
4.19304,0.0,23.76583,0.0,25,100.0,25degC_Charge
4.19051,0.0,24.0813,0.0,25,100.0,25degC_Charge
4.18883,0.0,23.97615,0.0,25,100.0,25degC_Charge
4.18748,0.0,23.97615,0.0,25,100.0,25degC_Charge
4.1863,0.0,23.76583,0.0,25,100.0,25degC_Charge
4.18546,0.0,24.29162,0.0,25,100.0,25degC_Charge
2.94499,0.0,24.18646,0.0,25,100.0,25degC_Charge
2.96556,0.0,23.76583,0.0,25,100.0,25degC_Charge
2.97618,0.0,23.97615,0.0,25,100.0,25degC_Charge
2.98359,0.0,23.87099,0.0,25,100.0,25degC_Charge
2.98932,0.0,23.76583,0.0,25,100.0,25degC_Charge
2.99387,0.0,23.76583,0.0,25,100.0,25degC_Charge
3.54879,2.99853,24.29162,10.641153278700001,25,100.0,25degC_Charge
3.70387,2.99853,24.81741,11.106165311100002,25,100.0,25degC_Charge
3.83113,2.99853,24.81741,11.4877582389,25,100.0,25degC_Charge
4.0056,2.99853,25.13289,12.010911768000001,25,100.0,25degC_Charge
4.19136,2.99853,25.02773,12.567918700800002,25,100.0,25degC_Charge
4.19979,1.37922,24.39678,5.7924343638,25,100.0,25degC_Charge
4.19979,0.5568,23.97615,2.338443072,25,100.0,25degC_Charge
4.19979,0.1839,23.76583,0.772341381,25,100.0,25degC_Charge
4.19979,0.07407,23.97615,0.3110784453,25,100.0,25degC_Charge
4.19574,0.0,23.87099,0.0,25,100.0,25degC_Charge
4.19186,0.0,23.87099,0.0,25,100.0,25degC_Charge
4.18967,0.0,23.66067,0.0,25,100.0,25degC_Charge
4.18799,0.0,23.76583,0.0,25,100.0,25degC_Charge
4.18681,0.0,23.87099,0.0,25,100.0,25degC_Charge
4.18579,0.0,24.0813,0.0,25,100.0,25degC_Charge
4.18512,0.0,23.66067,0.0,25,100.0,25degC_Charge
3.00534,0.0,24.0813,0.0,25,100.0,25degC_Charge
3.02809,0.0,23.97615,0.0,25,100.0,25degC_Charge
3.04208,0.0,23.87099,0.0,25,100.0,25degC_Charge
3.0522,0.0,23.87099,0.0,25,100.0,25degC_Charge
3.06012,0.0,23.87099,0.0,25,100.0,25degC_Charge
3.06636,0.0,23.87099,0.0,25,100.0,25degC_Charge
3.63139,2.99853,24.71226,10.888831856700001,25,100.0,25degC_Charge
3.76067,2.99853,25.02773,11.2764818151,25,100.0,25degC_Charge
3.91491,2.99853,24.92257,11.7389750823,25,100.0,25degC_Charge
4.08651,2.99853,25.02773,12.2535228303,25,100.0,25degC_Charge
4.19979,1.8926,24.92257,7.948522554,25,100.0,25degC_Charge
4.19979,0.95013,24.39678,3.9903464727,25,100.0,25degC_Charge
4.19979,0.31416,23.97615,1.3194060264,25,100.0,25degC_Charge
4.19979,0.10727,23.87099,0.4505114733,25,100.0,25degC_Charge
4.19979,0.04853,23.87099,0.2038158087,25,100.0,25degC_Charge
4.19321,0.0,23.66067,0.0,25,100.0,25degC_Charge
4.19068,0.0,23.76583,0.0,25,100.0,25degC_Charge
4.189,0.0,23.87099,0.0,25,100.0,25degC_Charge
4.18765,0.0,23.76583,0.0,25,100.0,25degC_Charge
4.18664,0.0,23.87099,0.0,25,100.0,25degC_Charge
4.18579,0.0,23.87099,0.0,25,100.0,25degC_Charge
3.1444,0.0,24.6071,0.0,25,100.0,25degC_Charge
3.15839,0.0,23.97615,0.0,25,100.0,25degC_Charge
3.16598,0.0,23.97615,0.0,25,100.0,25degC_Charge
3.1712,0.0,23.87099,0.0,25,100.0,25degC_Charge
3.17542,0.0,23.87099,0.0,25,100.0,25degC_Charge
3.17862,0.0,23.87099,0.0,25,100.0,25degC_Charge
3.60037,2.99853,24.71226,10.7958174561,25,100.0,25degC_Charge
3.7418,2.99853,24.6071,11.219899554000001,25,100.0,25degC_Charge
3.88693,2.99853,25.02773,11.655076212900001,25,100.0,25degC_Charge
4.05937,2.99853,25.02773,12.172142726100002,25,100.0,25degC_Charge
4.19979,2.10459,24.92257,8.8388360361,25,100.0,25degC_Charge
4.19979,1.08294,24.39678,4.5481205826,25,100.0,25degC_Charge
4.19979,0.3729,24.29162,1.566101691,25,100.0,25degC_Charge
4.19979,0.1226,23.87099,0.514894254,25,100.0,25degC_Charge
4.19979,0.05364,23.87099,0.2252767356,25,100.0,25degC_Charge
4.19389,0.0,23.87099,0.0,25,100.0,25degC_Charge
4.19102,0.0,23.87099,0.0,25,100.0,25degC_Charge
4.18917,0.0,23.87099,0.0,25,100.0,25degC_Charge
4.18799,0.0,23.87099,0.0,25,100.0,25degC_Charge
4.18697,0.0,23.87099,0.0,25,100.0,25degC_Charge
4.18613,0.0,23.76583,0.0,25,100.0,25degC_Charge
3.92674,-5.99956,24.18646,-23.5587122344,25,96.66766666666666,25degC_Dis_2C
3.59805,-5.99956,26.18447,-21.586716858,25,63.341,25degC_Dis_2C
3.26009,-5.997,27.23606,-19.55075973,25,30.014333333333333,25degC_Dis_2C
4.19271,0.0,23.87099,0.0,25,100.0,25degC_Cap_1C
4.05755,-3.00106,23.87099,-12.176951003,25,98.88900000000001,25degC_Cap_1C
4.00849,-3.00106,24.0813,-12.0297189994,25,96.111,25degC_Cap_1C
3.9849,-3.00106,24.0813,-11.958923994,25,93.33266666666667,25degC_Cap_1C
3.9672,-3.00106,24.18646,-11.905805231999999,25,90.55466666666668,25degC_Cap_1C
3.95051,-3.00106,24.29162,-11.855717540599999,25,87.77633333333334,25degC_Cap_1C
3.93197,-3.00106,24.29162,-11.8000778882,25,84.99866666666667,25degC_Cap_1C
3.90736,-3.00106,24.29162,-11.7262218016,25,82.22033333333333,25degC_Cap_1C
3.87634,-2.9985,24.39678,-11.62320549,25,79.44233333333334,25degC_Cap_1C
