Voltage,Current,Temperature,Elapsed Time,Cycle,Capacity,WhAccu,Remaining Charging Time,Source_File,Charging_Session
3.48844,0.14814,-0.84127,7020.0,0.0,,,58701.0,585_C20DisCh.csv,4
3.48912,0.14814,-0.73611,7080.0,0.0,,,58641.0,585_C20DisCh.csv,4
3.48962,0.14814,-0.63095,7140.0,0.0,,,58581.0,585_C20DisCh.csv,4
3.4903,0.14814,-0.31548,7200.0,0.0,,,58521.0,585_C20DisCh.csv,4
3.4908,0.14814,-0.21032,7260.0,0.0,,,58461.0,585_C20DisCh.csv,4
3.49148,0.14814,-0.52579,7320.0,0.0,,,58401.0,585_C20DisCh.csv,4
3.49215,0.14814,-1.05159,7380.0,0.0,,,58341.0,585_C20DisCh.csv,4
3.49283,0.14814,-0.84127,7440.0,0.0,,,58281.0,585_C20DisCh.csv,4
3.4935,0.15069,-0.52579,7500.0,0.0,,,58221.0,585_C20DisCh.csv,4
3.49401,0.14814,-0.42063,7560.0,0.0,,,58161.0,585_C20DisCh.csv,4
3.49468,0.14814,-0.21032,7620.0,0.0,,,58101.0,585_C20DisCh.csv,4
3.49535,0.14814,-0.73611,7680.0,0.0,,,58041.0,585_C20DisCh.csv,4
3.49603,0.14814,-0.73611,7740.0,0.0,,,57981.0,585_C20DisCh.csv,4
3.4967,0.14814,-0.63095,7800.0,0.0,,,57921.0,585_C20DisCh.csv,4
3.49721,0.14814,-0.52579,7860.0,0.0,,,57861.0,585_C20DisCh.csv,4
3.49788,0.14814,-0.31548,7920.0,0.0,,,57801.0,585_C20DisCh.csv,4
3.49856,0.14814,-0.52579,7980.0,0.0,,,57741.0,585_C20DisCh.csv,4
3.49923,0.14814,-0.63095,8040.0,0.0,,,57681.0,585_C20DisCh.csv,4
3.49991,0.14814,-0.73611,8100.0,0.0,,,57621.0,585_C20DisCh.csv,4
3.50058,0.14814,-0.63095,8160.0,0.0,,,57561.0,585_C20DisCh.csv,4
3.50125,0.14814,-0.52579,8220.0,0.0,,,57501.0,585_C20DisCh.csv,4
3.50176,0.14814,-0.42063,8280.0,0.0,,,57441.0,585_C20DisCh.csv,4
3.50243,0.15069,-0.52579,8340.0,0.0,,,57381.0,585_C20DisCh.csv,4
3.50311,0.14814,-0.63095,8400.0,0.0,,,57321.0,585_C20DisCh.csv,4
3.50378,0.14814,-0.52579,8460.0,0.0,,,57261.0,585_C20DisCh.csv,4
3.50446,0.14814,-0.63095,8520.0,0.0,,,57201.0,585_C20DisCh.csv,4
3.50513,0.14814,-0.52579,8580.0,0.0,,,57141.0,585_C20DisCh.csv,4
3.50581,0.14814,-0.63095,8640.0,0.0,,,57081.0,585_C20DisCh.csv,4
3.50648,0.15069,-0.63095,8700.0,0.0,,,57021.0,585_C20DisCh.csv,4
3.50732,0.14814,-0.52579,8760.0,0.0,,,56961.0,585_C20DisCh.csv,4
3.508,0.15069,-0.52579,8820.0,0.0,,,56901.0,585_C20DisCh.csv,4
3.50867,0.14814,-0.52579,8880.0,0.0,,,56841.0,585_C20DisCh.csv,4
3.50934,0.14814,-0.52579,8940.0,0.0,,,56781.0,585_C20DisCh.csv,4
3.51002,0.14814,-0.52579,9000.0,0.0,,,56721.0,585_C20DisCh.csv,4
3.51086,0.14814,-0.52579,9060.0,0.0,,,56661.0,585_C20DisCh.csv,4
3.51154,0.14814,-0.63095,9120.0,0.0,,,56601.0,585_C20DisCh.csv,4
3.51221,0.15069,-0.52579,9180.0,0.0,,,56541.0,585_C20DisCh.csv,4
3.51288,0.14814,-0.63095,9240.0,0.0,,,56481.0,585_C20DisCh.csv,4
3.51373,0.14814,-0.42063,9300.0,0.0,,,56421.0,585_C20DisCh.csv,4
3.5144,0.14814,-0.42063,9360.0,0.0,,,56361.0,585_C20DisCh.csv,4
3.51524,0.14814,-0.52579,9420.0,0.0,,,56301.0,585_C20DisCh.csv,4
3.51609,0.14814,-0.73611,9480.0,0.0,,,56241.0,585_C20DisCh.csv,4
3.51676,0.14814,-0.52579,9540.0,0.0,,,56181.0,585_C20DisCh.csv,4
3.5176,0.14814,-0.42063,9600.0,0.0,,,56121.0,585_C20DisCh.csv,4
3.51845,0.15069,-0.31548,9660.0,0.0,,,56061.0,585_C20DisCh.csv,4
3.51929,0.14814,-0.31548,9720.0,0.0,,,56001.0,585_C20DisCh.csv,4
3.51996,0.14814,-0.42063,9780.0,0.0,,,55941.0,585_C20DisCh.csv,4
3.52098,0.14814,-0.84127,9840.0,0.0,,,55881.0,585_C20DisCh.csv,4
3.52182,0.14814,-0.63095,9900.0,0.0,,,55821.0,585_C20DisCh.csv,4
3.52266,0.15069,-0.52579,9960.0,0.0,,,55761.0,585_C20DisCh.csv,4
3.52367,0.14814,-0.52579,10020.0,0.0,,,55701.0,585_C20DisCh.csv,4
3.52452,0.14814,-0.21032,10080.0,0.0,,,55641.0,585_C20DisCh.csv,4
3.52536,0.14814,-0.63095,10140.0,0.0,,,55581.0,585_C20DisCh.csv,4
3.52637,0.14814,-1.05159,10200.0,0.0,,,55521.0,585_C20DisCh.csv,4
3.52738,0.14814,-0.84127,10260.0,0.0,,,55461.0,585_C20DisCh.csv,4
3.52839,0.14814,-0.52579,10320.0,0.0,,,55401.0,585_C20DisCh.csv,4
3.52924,0.14814,-0.31548,10380.0,0.0,,,55341.0,585_C20DisCh.csv,4
3.53025,0.14814,-0.10516,10440.0,0.0,,,55281.0,585_C20DisCh.csv,4
3.53126,0.14814,-0.84127,10500.0,0.0,,,55221.0,585_C20DisCh.csv,4
3.53227,0.14814,-1.05159,10560.0,0.0,,,55161.0,585_C20DisCh.csv,4
3.53345,0.14814,-0.73611,10620.0,0.0,,,55101.0,585_C20DisCh.csv,4
3.53429,0.14814,-0.63095,10680.0,0.0,,,55041.0,585_C20DisCh.csv,4
3.5353,0.14814,-0.21032,10740.0,0.0,,,54981.0,585_C20DisCh.csv,4
3.53632,0.14814,-0.10516,10800.0,0.0,,,54921.0,585_C20DisCh.csv,4
3.53733,0.14814,-0.73611,10860.0,0.0,,,54861.0,585_C20DisCh.csv,4
3.53834,0.14814,-1.05159,10920.0,0.0,,,54801.0,585_C20DisCh.csv,4
3.53952,0.14814,-0.73611,10980.0,0.0,,,54741.0,585_C20DisCh.csv,4
3.54053,0.14814,-0.63095,11040.0,0.0,,,54681.0,585_C20DisCh.csv,4
3.54154,0.14814,-0.42063,11100.0,0.0,,,54621.0,585_C20DisCh.csv,4
3.54255,0.14814,-0.10516,11160.0,0.0,,,54561.0,585_C20DisCh.csv,4
3.54356,0.14814,-0.10516,11220.0,0.0,,,54501.0,585_C20DisCh.csv,4
3.54474,0.14814,-1.05159,11280.0,0.0,,,54441.0,585_C20DisCh.csv,4
3.54592,0.14814,-0.94643,11340.0,0.0,,,54381.0,585_C20DisCh.csv,4
3.54693,0.15069,-0.73611,11400.0,0.0,,,54321.0,585_C20DisCh.csv,4
3.54795,0.14814,-0.52579,11460.0,0.0,,,54261.0,585_C20DisCh.csv,4
3.54896,0.14814,-0.31548,11520.0,0.0,,,54201.0,585_C20DisCh.csv,4
3.54997,0.14814,0.0,11580.0,0.0,,,54141.0,585_C20DisCh.csv,4
3.55098,0.14814,-0.10516,11640.0,0.0,,,54081.0,585_C20DisCh.csv,4
3.55199,0.14814,-1.05159,11700.0,0.0,,,54021.0,585_C20DisCh.csv,4
3.55317,0.14814,-0.84127,11760.0,0.0,,,53961.0,585_C20DisCh.csv,4
3.55418,0.14814,-0.52579,11820.0,0.0,,,53901.0,585_C20DisCh.csv,4
3.55503,0.15069,-0.21032,11880.0,0.0,,,53841.0,585_C20DisCh.csv,4
3.55604,0.14814,-0.10516,11940.0,0.0,,,53781.0,585_C20DisCh.csv,4
3.55722,0.14814,-1.15674,12000.0,0.0,,,53721.0,585_C20DisCh.csv,4
3.55823,0.14814,-0.73611,12060.0,0.0,,,53661.0,585_C20DisCh.csv,4
3.55924,0.14814,-0.42063,12120.0,0.0,,,53601.0,585_C20DisCh.csv,4
3.56008,0.14814,-0.10516,12180.0,0.0,,,53541.0,585_C20DisCh.csv,4
3.56109,0.14814,-0.84127,12240.0,0.0,,,53481.0,585_C20DisCh.csv,4
3.56211,0.14814,-0.84127,12300.0,0.0,,,53421.0,585_C20DisCh.csv,4
3.56312,0.14814,-0.52579,12360.0,0.0,,,53361.0,585_C20DisCh.csv,4
3.56413,0.14814,-0.21032,12420.0,0.0,,,53301.0,585_C20DisCh.csv,4
3.56497,0.14814,-0.21032,12480.0,0.0,,,53241.0,585_C20DisCh.csv,4
3.56598,0.14814,-1.15674,12540.0,0.0,,,53181.0,585_C20DisCh.csv,4
3.56716,0.14814,-0.84127,12600.0,0.0,,,53121.0,585_C20DisCh.csv,4
3.56801,0.14814,-0.52579,12660.0,0.0,,,53061.0,585_C20DisCh.csv,4
3.56902,0.14814,-0.31548,12720.0,0.0,,,53001.0,585_C20DisCh.csv,4
3.56986,0.14814,-0.10516,12780.0,0.0,,,52941.0,585_C20DisCh.csv,4
3.57087,0.14814,-0.94643,12840.0,0.0,,,52881.0,585_C20DisCh.csv,4
3.57188,0.15069,-0.84127,12900.0,0.0,,,52821.0,585_C20DisCh.csv,4
3.57289,0.14814,-0.63095,12960.0,0.0,,,52761.0,585_C20DisCh.csv,4
3.57391,0.14814,-0.52579,13020.0,0.0,,,52701.0,585_C20DisCh.csv,4
3.57475,0.14814,-0.21032,13080.0,0.0,,,52641.0,585_C20DisCh.csv,4
3.57576,0.14814,-0.21032,13140.0,0.0,,,52581.0,585_C20DisCh.csv,4
3.5766,0.14814,-0.94643,13200.0,0.0,,,52521.0,585_C20DisCh.csv,4
3.57778,0.14814,-0.84127,13260.0,0.0,,,52461.0,585_C20DisCh.csv,4
3.57879,0.14814,-0.63095,13320.0,0.0,,,52401.0,585_C20DisCh.csv,4
3.57964,0.14814,-0.31548,13380.0,0.0,,,52341.0,585_C20DisCh.csv,4
3.58065,0.14814,-0.21032,13440.0,0.0,,,52281.0,585_C20DisCh.csv,4
3.58149,0.14814,-0.10516,13500.0,0.0,,,52221.0,585_C20DisCh.csv,4
3.5825,0.14814,-1.05159,13560.0,0.0,,,52161.0,585_C20DisCh.csv,4
3.58368,0.14814,-0.94643,13620.0,0.0,,,52101.0,585_C20DisCh.csv,4
3.58452,0.14814,-0.63095,13680.0,0.0,,,52041.0,585_C20DisCh.csv,4
3.58554,0.14814,-0.42063,13740.0,0.0,,,51981.0,585_C20DisCh.csv,4
3.58655,0.14814,-0.10516,13800.0,0.0,,,51921.0,585_C20DisCh.csv,4
3.58739,0.14814,0.0,13860.0,0.0,,,51861.0,585_C20DisCh.csv,4
3.58823,0.14814,-0.63095,13920.0,0.0,,,51801.0,585_C20DisCh.csv,4
3.58941,0.14814,-1.05159,13980.0,0.0,,,51741.0,585_C20DisCh.csv,4
3.59042,0.14814,-0.84127,14040.0,0.0,,,51681.0,585_C20DisCh.csv,4
3.59127,0.14814,-0.63095,14100.0,0.0,,,51621.0,585_C20DisCh.csv,4
3.59211,0.14814,-0.42063,14160.0,0.0,,,51561.0,585_C20DisCh.csv,4
3.59295,0.14814,-0.31548,14220.0,0.0,,,51501.0,585_C20DisCh.csv,4
3.5938,0.14814,-0.10516,14280.0,0.0,,,51441.0,585_C20DisCh.csv,4
3.59464,0.14814,-0.94643,14340.0,0.0,,,51381.0,585_C20DisCh.csv,4
3.59565,0.14814,-1.05159,14400.0,0.0,,,51321.0,585_C20DisCh.csv,4
3.59649,0.14814,-0.84127,14460.0,0.0,,,51261.0,585_C20DisCh.csv,4
3.5975,0.15069,-0.63095,14520.0,0.0,,,51201.0,585_C20DisCh.csv,4
3.59818,0.14814,-0.52579,14580.0,0.0,,,51141.0,585_C20DisCh.csv,4
3.59902,0.14814,-0.10516,14640.0,0.0,,,51081.0,585_C20DisCh.csv,4
3.5997,0.14814,-0.10516,14700.0,0.0,,,51021.0,585_C20DisCh.csv,4
3.60054,0.14814,-0.63095,14760.0,0.0,,,50961.0,585_C20DisCh.csv,4
3.60155,0.14814,-1.05159,14820.0,0.0,,,50901.0,585_C20DisCh.csv,4
3.60239,0.14814,-0.73611,14880.0,0.0,,,50841.0,585_C20DisCh.csv,4
3.60324,0.14814,-0.52579,14940.0,0.0,,,50781.0,585_C20DisCh.csv,4
3.60408,0.14814,-0.42063,15000.0,0.0,,,50721.0,585_C20DisCh.csv,4
3.60492,0.14814,-0.21032,15060.0,0.0,,,50661.0,585_C20DisCh.csv,4
3.6056,0.15069,-0.10516,15120.0,0.0,,,50601.0,585_C20DisCh.csv,4
3.60644,0.14814,-0.84127,15180.0,0.0,,,50541.0,585_C20DisCh.csv,4
3.60745,0.14814,-0.94643,15240.0,0.0,,,50481.0,585_C20DisCh.csv,4
3.60829,0.14814,-0.73611,15300.0,0.0,,,50421.0,585_C20DisCh.csv,4
3.60914,0.14814,-0.63095,15360.0,0.0,,,50361.0,585_C20DisCh.csv,4
3.60998,0.14814,-0.42063,15420.0,0.0,,,50301.0,585_C20DisCh.csv,4
3.61082,0.14814,-0.21032,15480.0,0.0,,,50241.0,585_C20DisCh.csv,4
3.61166,0.14814,-0.31548,15540.0,0.0,,,50181.0,585_C20DisCh.csv,4
3.61251,0.14814,-0.84127,15600.0,0.0,,,50121.0,585_C20DisCh.csv,4
3.61352,0.14814,-0.84127,15660.0,0.0,,,50061.0,585_C20DisCh.csv,4
3.61436,0.14814,-0.63095,15720.0,0.0,,,50001.0,585_C20DisCh.csv,4
3.61537,0.14814,-0.52579,15780.0,0.0,,,49941.0,585_C20DisCh.csv,4
3.61621,0.14814,-0.52579,15840.0,0.0,,,49881.0,585_C20DisCh.csv,4
3.61706,0.14814,-0.31548,15900.0,0.0,,,49821.0,585_C20DisCh.csv,4
3.6179,0.14814,-0.31548,15960.0,0.0,,,49761.0,585_C20DisCh.csv,4
3.61891,0.14814,-0.84127,16020.0,0.0,,,49701.0,585_C20DisCh.csv,4
3.61992,0.14814,-0.73611,16080.0,0.0,,,49641.0,585_C20DisCh.csv,4
3.62077,0.14814,-0.73611,16140.0,0.0,,,49581.0,585_C20DisCh.csv,4
3.62178,0.14814,-0.52579,16200.0,0.0,,,49521.0,585_C20DisCh.csv,4
3.62262,0.14814,-0.31548,16260.0,0.0,,,49461.0,585_C20DisCh.csv,4
3.62346,0.14814,-0.21032,16320.0,0.0,,,49401.0,585_C20DisCh.csv,4
3.62431,0.14814,-0.21032,16380.0,0.0,,,49341.0,585_C20DisCh.csv,4
3.62532,0.14814,-0.52579,16440.0,0.0,,,49281.0,585_C20DisCh.csv,4
3.62616,0.14814,-0.73611,16500.0,0.0,,,49221.0,585_C20DisCh.csv,4
3.62717,0.14814,-0.63095,16560.0,0.0,,,49161.0,585_C20DisCh.csv,4
3.62801,0.14814,-0.52579,16620.0,0.0,,,49101.0,585_C20DisCh.csv,4
3.62886,0.14814,-0.31548,16680.0,0.0,,,49041.0,585_C20DisCh.csv,4
3.6297,0.15069,-0.42063,16740.0,0.0,,,48981.0,585_C20DisCh.csv,4
3.63037,0.14814,-0.21032,16800.0,0.0,,,48921.0,585_C20DisCh.csv,4
3.63122,0.14814,-0.52579,16860.0,0.0,,,48861.0,585_C20DisCh.csv,4
3.63189,0.14814,-0.52579,16920.0,0.0,,,48801.0,585_C20DisCh.csv,4
3.63257,0.14814,-0.52579,16980.0,0.0,,,48741.0,585_C20DisCh.csv,4
3.63324,0.15069,-0.63095,17040.0,0.0,,,48681.0,585_C20DisCh.csv,4
3.63391,0.14814,-0.52579,17100.0,0.0,,,48621.0,585_C20DisCh.csv,4
3.63459,0.14814,-0.42063,17160.0,0.0,,,48561.0,585_C20DisCh.csv,4
3.63509,0.14814,-0.31548,17220.0,0.0,,,48501.0,585_C20DisCh.csv,4
3.6356,0.14814,-0.21032,17280.0,0.0,,,48441.0,585_C20DisCh.csv,4
3.63611,0.14814,-0.42063,17340.0,0.0,,,48381.0,585_C20DisCh.csv,4
3.63678,0.14814,-0.73611,17400.0,0.0,,,48321.0,585_C20DisCh.csv,4
3.63729,0.14814,-0.73611,17460.0,0.0,,,48261.0,585_C20DisCh.csv,4
3.63796,0.14814,-0.84127,17520.0,0.0,,,48201.0,585_C20DisCh.csv,4
3.63847,0.14814,-0.63095,17580.0,0.0,,,48141.0,585_C20DisCh.csv,4
3.6388,0.14814,-0.63095,17640.0,0.0,,,48081.0,585_C20DisCh.csv,4
3.63931,0.14814,-0.52579,17700.0,0.0,,,48021.0,585_C20DisCh.csv,4
3.63981,0.14814,-0.31548,17760.0,0.0,,,47961.0,585_C20DisCh.csv,4
3.64015,0.14814,-0.31548,17820.0,0.0,,,47901.0,585_C20DisCh.csv,4
3.64066,0.14814,-0.31548,17880.0,0.0,,,47841.0,585_C20DisCh.csv,4
3.64099,0.14814,-0.42063,17940.0,0.0,,,47781.0,585_C20DisCh.csv,4
3.6415,0.14814,-0.52579,18000.0,0.0,,,47721.0,585_C20DisCh.csv,4
3.64201,0.14814,-0.52579,18060.0,0.0,,,47661.0,585_C20DisCh.csv,4
